time,n0v,n1v,n2v,n3v,n4v,n5v,n6v,n7v,n8v,n9v,n10v,n11v,n12v,n13v,n14v,n15v,n16v,n17v,n18v,n19v,n20v,n21v,n22v,n23v,n24v,n25v,n26v,n27v,n28v,n29v,n30v,n31v,n32v,n33v,n34v,n35v,n36v,n37v,n38v,n39v,n40v,n41v,n42v,n43v,n44v,n45v,n46v,n47v,n48v,n49v,n50v,n51v,n52v,n53v,n54v,n55v,n56v,n57v,n58v,n59v,n60v,n61v,n62v,n63v,n64v,n65v,n66v,n67v,n68v,n69v,n70v,n71v,n72v,n73v,n74v,n75v,n76v,n77v,n78v,n79v,n80v,n81v,n82v,n83v,n84v,n85v,n86v,n87v,n88v,n89v,n90v,n91v,n92v,n93v,n94v,n95v,n96v,n97v,n98v,n99v,n100v,n101v,n102v,n103v,n104v,n105v,n106v,n107v,n108v,n109v,n110v,n111v,n112v,n113v,n114v,n115v,n116v,n117v,n118v,n119v,n120v,n121v,n122v,n123v,n124v,n125v,n126v,n127v,n128v,n129v,n130v,n131v,n132v,n133v,n134v,n135v,n136v,n137v,n138v,n139v,n140v,n141v,n142v,n143v,n144v,n145v,n146v,n147v,n148v,n149v,n150v,n151v,n152v,n153v,n154v,n155v,n156v,n157v,n158v,n159v,n160v,n161v,n162v,n163v,n164v,n165v,n166v,n167v,n168v,n169v,n170v,n171v,n172v,n173v,n174v,n175v,n176v,n177v,n178v,n179v
4.55,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-45.3679,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-34.2468,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
4.56,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-45.3938,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-34.2453,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
4.57,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-45.4196,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-34.2439,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
4.58,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-45.4455,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-34.2424,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
4.59,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-45.4713,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-34.241,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
4.6,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-45.497,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-34.2395,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
4.61,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-45.5227,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-34.238,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
4.62,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-45.5484,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-34.2365,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
4.63,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-45.574,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-34.235,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
4.64,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-45.5996,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-34.2335,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
4.65,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-45.6252,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-34.232,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
4.66,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-45.6507,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-34.2305,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
4.67,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-45.6761,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-34.229,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
4.68,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-45.7015,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-34.2274,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
4.69,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-45.7269,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-34.2259,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
